ENSG00000007312	17	61999695	62019695	-
ENSG00000007314	17	62040277	62060277	-
ENSG00000007341	1	113152039	113172039	-
ENSG00000007350	X	153514023	153534023	+
ENSG00000007372	11	31829508	31849508	-
ENSG00000007376	16	827980	847980	-
ENSG00000007384	16	112628	132628	-
ENSG00000007392	16	269448	289448	-
ENSG00000007402	3	50530853	50550853	-
ENSG00000007516	16	1374504	1394504	+
ENSG00000007520	16	1391911	1411911	-
ENSG00000007541	16	610017	630017	+
ENSG00000007545	16	1652325	1672325	+
ENSG00000007866	6	35454852	35474852	-
ENSG00000007908	1	169693202	169713202	-
ENSG00000007923	1	6751983	6771983	-
ENSG00000007933	1	171050017	171070017	+
ENSG00000007944	6	16119355	16139355	+
ENSG00000007952	X	100119333	100139333	-
ENSG00000007968	1	23847711	23867711	-
ENSG00000008018	6	170852428	170872428	-
ENSG00000008056	X	47469251	47489251	-
ENSG00000008083	6	15236526	15256526	+
ENSG00000008086	X	18450307	18470307	+
ENSG00000008118	1	209747061	209767061	+
ENSG00000008128	1	1645762	1665762	-
ENSG00000008130	1	1699908	1719908	-
ENSG00000008196	6	50776435	50796435	+
ENSG00000008197	6	50671540	50691540	+
ENSG00000008226	3	38070695	38090695	+
ENSG00000008256	7	6302274	6322274	-
ENSG00000008277	7	87553701	87573701	+
ENSG00000008282	7	105743021	105763021	-
ENSG00000008283	17	61513544	61533544	-
ENSG00000008294	17	49188225	49208225	-
ENSG00000008300	3	48690347	48710347	-
ENSG00000008311	7	121763875	121783875	-
ENSG00000008323	12	6410098	6430098	+
ENSG00000008324	3	42613331	42633331	+
ENSG00000008382	19	4333523	4353523	+
ENSG00000008394	12	16490711	16510711	+
ENSG00000008405	12	107477606	107497606	-
ENSG00000008438	19	46516322	46536322	-
ENSG00000008441	19	13096421	13116421	+
ENSG00000008513	8	134574182	134594182	-
ENSG00000008516	16	3086681	3106681	+
ENSG00000008517	16	3105384	3125384	+
ENSG00000008710	16	2175898	2195898	-
ENSG00000008735	22	51029130	51049130	+
ENSG00000008838	17	38200657	38220657	-
ENSG00000008853	8	22834929	22854929	+
ENSG00000008869	2	37301484	37321484	-
ENSG00000008952	3	169674552	169694552	+
ENSG00000008988	8	56977067	56997067	-
ENSG00000009307	1	115282810	115302810	-
ENSG00000009335	7	156921606	156941606	+
ENSG00000009413	6	111794914	111814914	-
ENSG00000009694	X	124087665	124107665	-
ENSG00000009709	1	18947499	18967499	+
ENSG00000009724	1	11097279	11117279	-
ENSG00000009765	6	150680027	150700027	+
ENSG00000009780	1	28042567	28062567	+
ENSG00000009790	1	209921842	209941842	+
ENSG00000009830	14	77777226	77797226	-
ENSG00000009844	6	142458366	142478366	+
ENSG00000009950	7	73028869	73048869	-
ENSG00000009954	7	72926601	72946601	-
ENSG00000010017	6	13701795	13721795	-
ENSG00000010030	6	36345559	36365559	-
ENSG00000010072	1	231463793	231483793	+
ENSG00000010165	1	171740841	171760841	+
ENSG00000010219	12	4689243	4709243	+
ENSG00000010244	17	30667135	30687135	+
ENSG00000010256	3	48637469	48657469	-
ENSG00000010270	7	38207823	38227823	+
ENSG00000010278	12	6298880	6318880	+
ENSG00000010282	3	42734318	42754318	-
ENSG00000010292	12	6592544	6612544	+
ENSG00000010295	12	6655238	6675238	-
ENSG00000010310	19	46161501	46181501	+
ENSG00000010318	3	52434672	52454672	+
ENSG00000010319	3	52469042	52489042	-
ENSG00000010322	3	52479523	52499523	+
ENSG00000010327	3	52519353	52539353	+
ENSG00000010361	19	50306526	50326526	-
ENSG00000010379	12	362001	382001	-
ENSG00000010404	X	148576876	148596876	-
ENSG00000010438	9	33740514	33760514	+
ENSG00000010539	16	3275166	3295166	-
ENSG00000010610	12	6888637	6908637	+
ENSG00000010626	12	7003896	7023896	+
ENSG00000010671	X	100631182	100651182	-
ENSG00000010704	6	26077546	26097546	+
ENSG00000010803	1	41617103	41637103	-
ENSG00000010810	6	112184654	112204654	-
ENSG00000010818	6	143256337	143276337	-
ENSG00000010932	1	171217095	171237095	+
ENSG00000011007	1	24059644	24079644	+
ENSG00000011009	1	24107459	24127459	+
ENSG00000011021	1	11856267	11876267	+
ENSG00000011028	17	60694761	60714761	+
ENSG00000011052	17	49220950	49240950	+
ENSG00000011083	5	149559519	149579519	+
ENSG00000011105	12	3176542	3196542	+
ENSG00000011114	14	93789366	93809366	-
ENSG00000011132	19	3751696	3771696	-
ENSG00000011143	17	56286665	56306665	-
ENSG00000011198	3	43722361	43742361	+
ENSG00000011201	X	8690226	8710226	-
ENSG00000011243	19	15519864	15539864	-
ENSG00000011258	17	49327426	49347426	-
ENSG00000011260	17	49327888	49347888	+
ENSG00000011275	7	5811369	5831369	-
ENSG00000011295	17	15892693	15912693	+
ENSG00000011304	19	787074	807074	+
ENSG00000011332	19	38704889	38724889	-
ENSG00000011347	11	61338297	61358297	-
ENSG00000011376	3	45420052	45440052	+
ENSG00000011405	11	17181287	17201287	-
ENSG00000011422	19	44164501	44184501	-
ENSG00000011426	7	36419414	36439414	+
ENSG00000011451	19	15550761	15570761	-
ENSG00000011454	9	125693287	125713287	+
ENSG00000011465	12	91566899	91586899	-
ENSG00000011478	19	46185740	46205740	+
ENSG00000011485	19	46840250	46860250	+
ENSG00000011523	2	65273505	65293505	+
ENSG00000011566	2	39654452	39674452	-
ENSG00000011590	19	36185428	36205428	+
ENSG00000011600	19	36389196	36409196	-
ENSG00000011638	16	21159697	21179697	+
ENSG00000011677	X	151609829	151629829	-
ENSG00000012048	17	41267499	41287499	-
ENSG00000012061	19	45916823	45936823	-
ENSG00000012124	19	35810089	35830089	+
ENSG00000012174	X	21847753	21867753	+
ENSG00000012211	X	49032844	49052844	-
ENSG00000012223	3	46496652	46516652	-
ENSG00000012232	8	28548843	28568843	+
ENSG00000012504	12	100887137	100907137	+
ENSG00000012660	6	53203747	53223747	-
ENSG00000012779	10	45859674	45879674	+
ENSG00000012817	Y	21896808	21916808	-
ENSG00000012822	12	54111223	54131223	-
ENSG00000012963	14	93663400	93683400	+
ENSG00000012983	14	50989326	51009326	-
ENSG00000013016	2	31447202	31467202	+
ENSG00000013275	19	40466911	40486911	+
ENSG00000013288	4	6566901	6586901	+
ENSG00000013293	3	170293862	170313862	-
ENSG00000013297	3	170126652	170146652	+
ENSG00000013306	17	42392182	42412182	-
ENSG00000013364	16	29821728	29841728	+
ENSG00000013374	7	151028796	151048796	+
ENSG00000013375	6	83893632	83913632	-
ENSG00000013392	6	83893097	83913097	+
ENSG00000013441	2	201719283	201739283	-
ENSG00000013503	12	106741435	106761435	+
ENSG00000013523	14	77269282	77289282	-
ENSG00000013561	5	141338603	141358603	+
ENSG00000013563	X	153630426	153650426	-
ENSG00000013573	12	31216778	31236778	+
ENSG00000013583	12	13143206	13163206	-
ENSG00000013588	12	13033715	13053715	+
ENSG00000013619	X	149521685	149541685	+
ENSG00000013725	11	60729151	60749151	+
ENSG00000013810	4	1713265	1733265	+
ENSG00000014123	6	96959683	96979683	+
ENSG00000014138	11	65019232	65039232	+
ENSG00000014164	8	144613622	144633622	-
ENSG00000014216	11	64939932	64959932	+
ENSG00000014257	3	132026250	132046250	+
ENSG00000014641	2	63806366	63826366	+
ENSG00000014824	4	41982488	42002488	+
ENSG00000014914	1	149898790	149918790	-
ENSG00000014919	10	101481856	101501856	-
ENSG00000015133	14	91874120	91894120	-
ENSG00000015153	12	42622037	42642037	-
ENSG00000015171	10	170423	190423	+
ENSG00000015285	X	48532167	48552167	+
ENSG00000015413	16	89676999	89696999	+
ENSG00000015475	22	18246781	18266781	-
ENSG00000015479	5	138619336	138639336	+
ENSG00000015520	7	44570913	44590913	-
ENSG00000015532	17	48413452	48433452	+
ENSG00000015568	2	110541884	110561884	+
ENSG00000015592	8	27105902	27125902	-
ENSG00000015676	7	44520478	44540478	-
ENSG00000016082	5	50668920	50688920	+
ENSG00000016391	3	53870416	53890416	-
ENSG00000016402	6	137356100	137376100	-
ENSG00000016490	1	86924050	86944050	+
ENSG00000016602	1	87002760	87022760	+
ENSG00000016864	3	52730047	52750047	-
ENSG00000017260	3	130559449	130579449	+
ENSG00000017373	17	36752182	36772182	-
ENSG00000017427	12	102864340	102884340	-
ENSG00000017483	X	48318564	48338564	-
ENSG00000017621	X	49009227	49029227	+
ENSG00000017797	18	9465006	9485006	+
ENSG00000018189	4	71577711	71597711	+
ENSG00000018236	12	41076353	41096353	+
ENSG00000018280	2	219236751	219256751	+
ENSG00000018408	3	149411059	149431059	-
ENSG00000018510	2	178247371	178267371	+
ENSG00000018610	X	118689396	118709396	-
ENSG00000018625	1	160075562	160095562	+
ENSG00000018699	2	32843128	32863128	+
ENSG00000018869	19	56894888	56914888	-
ENSG00000019102	11	124612133	124632133	-
ENSG00000019144	11	118467154	118487154	+
ENSG00000019169	2	119689741	119709741	+
ENSG00000019186	20	52780511	52800511	-
ENSG00000019485	11	45158893	45178893	+
ENSG00000019505	11	45297869	45317869	-
ENSG00000019549	8	49824298	49844298	-
ENSG00000019582	5	149782313	149802313	-
ENSG00000019991	7	81389513	81409513	-
ENSG00000019995	10	126620691	126640691	+
ENSG00000020129	1	36013408	36033408	+
ENSG00000020181	8	37644773	37664773	+
ENSG00000020256	20	50798524	50818524	-
ENSG00000020426	14	61191479	61211479	+
ENSG00000020577	14	55024634	55044634	+
ENSG00000020633	1	25281500	25301500	-
ENSG00000020922	11	94217073	94237073	-
ENSG00000021300	11	73347222	73367222	+
ENSG00000021355	6	2832239	2852239	-
ENSG00000021461	7	99415738	99435738	+
ENSG00000021488	19	33350671	33370671	-
ENSG00000021574	2	32278775	32298775	+
ENSG00000021645	14	78860092	78880092	+
ENSG00000021762	11	3176583	3196583	-
ENSG00000021776	15	35252039	35272039	-
ENSG00000021826	2	211332432	211352432	+
ENSG00000021852	1	57421687	57441687	-
ENSG00000022267	X	135219558	135239558	+
ENSG00000022277	20	55033646	55053646	+
ENSG00000022355	5	161264684	161284684	+
ENSG00000022556	19	55466619	55486619	+
ENSG00000022567	8	142228672	142248672	-
ENSG00000022840	12	120962153	120982153	+
ENSG00000022976	14	102776087	102796087	+
ENSG00000023041	10	114196671	114216671	-
ENSG00000023171	11	123386529	123406529	+
ENSG00000023191	11	493569	513569	-
ENSG00000023228	2	207013917	207033917	-
ENSG00000023287	8	53616991	53636991	-
ENSG00000023318	9	102851321	102871321	-
ENSG00000023330	3	52222109	52242109	+
ENSG00000023445	11	102178225	102198225	+
ENSG00000023516	13	42836288	42856288	+
ENSG00000023572	1	193065243	193085243	-
ENSG00000023608	14	62219074	62239074	+
ENSG00000023697	12	16054105	16074105	+
ENSG00000023734	12	16025328	16045328	+
ENSG00000023839	10	101532488	101552488	+
ENSG00000023892	6	35255628	35275628	+
ENSG00000023902	1	150112169	150132169	+
ENSG00000023909	1	94364965	94384965	-
ENSG00000024048	6	42521799	42541799	+
ENSG00000024422	19	48206599	48226599	+
ENSG00000024526	1	68952796	68972796	-
ENSG00000024862	6	139084656	139104656	+
ENSG00000025039	6	90111988	90131988	-
ENSG00000025156	6	122710690	122730690	+
ENSG00000025293	20	34349904	34369904	+
ENSG00000025423	12	57136232	57156232	+
ENSG00000025434	11	47269529	47289529	+
ENSG00000025708	22	50958443	50978443	-
ENSG00000025770	22	50936688	50956688	+
ENSG00000025772	20	43579126	43599126	-
ENSG00000025796	6	108269392	108289392	-
ENSG00000025800	1	32563638	32583638	+
ENSG00000026025	10	17260257	17280257	+
ENSG00000026103	10	90740413	90760413	+
ENSG00000026297	6	167360189	167380189	-
ENSG00000026508	11	35150727	35170727	+
ENSG00000026559	20	49629665	49649665	-
ENSG00000026652	6	161685092	161705092	-
ENSG00000026751	1	160699054	160719054	+
ENSG00000026950	6	26392464	26412464	+
ENSG00000027001	13	24453557	24473557	-
ENSG00000027075	14	61778434	61798434	+
ENSG00000027644	1	156818809	156838809	-
ENSG00000027697	6	137530585	137550585	-
ENSG00000027847	5	177017100	177037100	+
ENSG00000027869	1	156776639	156796639	-
ENSG00000028116	2	58124785	58144785	+
ENSG00000028137	1	12217059	12237059	+
ENSG00000028203	12	95601521	95621521	+
ENSG00000028277	19	42626578	42646578	-
ENSG00000028310	5	882938	902938	-
ENSG00000028528	15	64378191	64398191	+
ENSG00000028839	6	134264332	134284332	+
ENSG00000029153	12	27475987	27495987	+
ENSG00000029363	6	136600988	136620988	-
ENSG00000029364	14	69855408	69875408	+
ENSG00000029534	8	41744279	41764279	-
ENSG00000029559	4	88710732	88730732	+
ENSG00000029639	6	155625617	155645617	-
ENSG00000029725	17	5175557	5195557	+
ENSG00000029993	X	150141758	150161758	+
ENSG00000030066	11	47860018	47880018	-
ENSG00000030110	6	33538018	33558018	-
ENSG00000030304	9	113421050	113441050	+
ENSG00000030419	2	214005057	214025057	-
ENSG00000030582	17	42412647	42432647	+
ENSG00000031003	5	137358719	137378719	-
ENSG00000031081	3	119003219	119023219	+
ENSG00000031691	6	49421090	49441090	+
ENSG00000031698	1	109746539	109766539	+
ENSG00000031823	19	5968150	5988150	-
ENSG00000032219	14	58755102	58775102	+
ENSG00000032389	2	3371652	3391652	-
ENSG00000032444	19	7589635	7609635	+
ENSG00000032742	13	21131276	21151276	+
ENSG00000033011	16	5111819	5131819	+
ENSG00000033030	12	122975517	122995517	-
ENSG00000033050	7	150914251	150934251	-
ENSG00000033100	7	150919584	150939584	+
ENSG00000033122	1	70215857	70235857	+
ENSG00000033170	14	65867309	65887309	+
ENSG00000033178	4	68556896	68576896	-
ENSG00000033327	11	78118851	78138851	-
ENSG00000033627	17	40600897	40620897	+
ENSG00000033800	15	68336516	68356516	+
ENSG00000033867	3	27488244	27508244	-
ENSG00000034053	15	29121119	29141119	+
ENSG00000034152	17	21177983	21197983	+
ENSG00000034239	8	49637790	49657790	-
ENSG00000034510	2	85122748	85142748	+
ENSG00000034533	3	130735645	130755645	-
ENSG00000034677	8	101305486	101325486	-
ENSG00000034693	6	143762116	143782116	+
ENSG00000034713	16	75590248	75610248	+
ENSG00000034971	1	171611822	171631822	-
ENSG00000035115	2	254064	274064	-
ENSG00000035141	2	70519221	70539221	-
ENSG00000035403	10	75747871	75767871	+
ENSG00000035499	5	59985987	60005987	-
ENSG00000035664	15	64322465	64342465	-
ENSG00000035681	8	59562092	59582092	-
ENSG00000035687	1	244605435	244625435	-
ENSG00000035720	4	68414445	68434445	+
ENSG00000035862	17	76911468	76931468	-
ENSG00000035928	4	39357994	39377994	-
ENSG00000036054	3	99969855	99989855	+
ENSG00000036257	2	225440064	225460064	-
ENSG00000036448	8	1983154	2003154	+
ENSG00000036473	X	38201797	38221797	+
ENSG00000036530	14	100140650	100160650	+
ENSG00000036549	1	78138342	78158342	-
ENSG00000036565	8	20030716	20050716	-
ENSG00000036672	11	119242435	119262435	-
ENSG00000036828	3	121893180	121913180	+
ENSG00000037042	17	40801322	40821322	+
ENSG00000037241	5	172375895	172395895	+
ENSG00000037280	5	180066623	180086623	-
ENSG00000037474	5	6623403	6643403	-
ENSG00000037637	1	16668948	16688948	-
ENSG00000037749	5	153408518	153428518	+
ENSG00000037757	19	13865362	13885362	+
ENSG00000037897	12	58156575	58176575	-
ENSG00000037965	12	54392831	54412831	+
ENSG00000038002	4	178353656	178373656	-
ENSG00000038210	4	25225596	25245596	+
ENSG00000038219	4	13619346	13639346	-
ENSG00000038274	5	162922553	162942553	+
ENSG00000038295	4	166784409	166804409	+
ENSG00000038358	16	67896925	67916925	+
ENSG00000038382	5	14133810	14153810	+
ENSG00000038427	5	82757283	82777283	+
ENSG00000038532	16	11028344	11048344	+
ENSG00000038945	8	16040223	16060223	-
ENSG00000039068	16	68761127	68781127	+
ENSG00000039123	5	54593587	54613587	+
ENSG00000039139	5	13934651	13954651	-
ENSG00000039319	5	79693831	79713831	+
ENSG00000039523	16	67553629	67573629	+
ENSG00000039537	5	41251539	41271539	-
ENSG00000039560	5	34674658	34694658	+
ENSG00000039600	5	157069427	157089427	-
ENSG00000039650	19	50360821	50380821	-
ENSG00000039987	19	12852515	12872515	+
ENSG00000040199	16	71748603	71768603	-
ENSG00000040275	5	169000637	169020637	+
ENSG00000040341	8	74649171	74669171	-
ENSG00000040487	1	19628821	19648821	+
ENSG00000040531	17	3529772	3549772	+
ENSG00000040608	22	20246053	20266053	-
ENSG00000040633	17	7132824	7152824	-
ENSG00000040731	5	24635086	24655086	-
ENSG00000040933	2	99051320	99071320	+
ENSG00000041353	18	52485429	52505429	+
ENSG00000041357	15	78822754	78842754	+
ENSG00000041515	13	109238499	109258499	+
ENSG00000041802	3	194383205	194403205	-
ENSG00000041880	3	51966374	51986374	+
ENSG00000041982	9	117870535	117890535	-
ENSG00000041988	1	6674925	6694925	+
ENSG00000042062	20	49298064	49318064	-
ENSG00000042088	14	90412294	90432294	+
ENSG00000042286	10	71882689	71902689	-
ENSG00000042304	2	228487887	228507887	-
ENSG00000042317	14	88841873	88861873	+
ENSG00000042429	11	93507392	93527392	+
ENSG00000042445	2	85571742	85591742	-
ENSG00000042493	2	85627675	85647675	-
ENSG00000042753	19	47344248	47364248	-
ENSG00000042781	1	216586737	216606737	-
ENSG00000042813	7	50122859	50142859	-
ENSG00000042832	8	133869205	133889205	+
ENSG00000042980	8	24141552	24161552	+
ENSG00000043039	11	129235834	129255834	+
ENSG00000043093	3	182688430	182708430	-
ENSG00000043143	5	133851797	133871797	+
ENSG00000043355	13	100624025	100644025	+
ENSG00000043462	5	169715230	169735230	-
ENSG00000043514	1	40339177	40359177	-
ENSG00000043591	10	115793805	115813805	+
ENSG00000044012	1	42609091	42629091	+
ENSG00000044090	6	43011682	43031682	-
ENSG00000044115	5	138079111	138099111	+
ENSG00000044446	X	18992715	19012715	-
ENSG00000044459	9	17124979	17144979	+
ENSG00000044524	3	89146673	89166673	+
ENSG00000044574	9	127993608	128013608	-
ENSG00000046604	18	29068005	29088005	+
ENSG00000046647	X	14038010	14058010	-
ENSG00000046651	X	13742863	13762863	+
ENSG00000046653	X	13825460	13845460	-
ENSG00000046774	X	141283075	141303075	-
ENSG00000046889	8	68854352	68874352	+
ENSG00000047056	10	1085477	1105477	+
ENSG00000047188	5	112839379	112859379	+
ENSG00000047230	X	16720339	16740339	-
ENSG00000047249	8	54745821	54765821	-
ENSG00000047315	4	57833907	57853907	+
ENSG00000047346	15	52960819	52980819	-
ENSG00000047365	4	36236130	36256130	-
ENSG00000047410	1	186334456	186354456	-
ENSG00000047457	3	148929841	148949841	-
ENSG00000047578	16	27551472	27571472	+
ENSG00000047579	6	15653272	15673272	-
ENSG00000047597	X	37535011	37555011	+
ENSG00000047617	12	6045397	6065397	-
ENSG00000047621	12	4637636	4657636	-
ENSG00000047634	X	17745588	17765588	+
ENSG00000047644	X	9973601	9993601	+
ENSG00000047648	X	11673820	11693820	-
ENSG00000047662	4	17773134	17793134	-
ENSG00000047849	3	48120761	48140761	-
ENSG00000047932	6	117913526	117933526	-
ENSG00000047936	6	117737017	117757017	-
ENSG00000048028	11	113736291	113756291	-
ENSG00000048052	7	18525925	18545925	+
ENSG00000048140	5	176064387	176084387	+
ENSG00000048162	5	175805762	175825762	-
ENSG00000048342	4	15461488	15481488	+
ENSG00000048392	8	103241345	103261345	-
ENSG00000048405	7	127022744	127042744	-
ENSG00000048462	16	12048963	12068963	+
ENSG00000048471	16	12060594	12080594	+
ENSG00000048540	12	16750083	16770083	-
ENSG00000048544	6	42175602	42195602	-
ENSG00000048545	6	42113183	42133183	+
ENSG00000048649	11	77522062	77542062	-
ENSG00000048707	1	12280123	12300123	+
ENSG00000048740	10	11049892	11069892	+
ENSG00000048828	9	96204003	96224003	+
ENSG00000048991	2	136279082	136299082	+
ENSG00000049089	1	40772965	40792965	-
ENSG00000049130	12	88964237	88984237	-
ENSG00000049167	5	60230877	60250877	-
ENSG00000049192	5	64767746	64787746	-
ENSG00000049239	1	9284833	9304833	+
ENSG00000049245	1	7821328	7841328	+
ENSG00000049246	1	7834762	7854762	+
ENSG00000049247	1	7903490	7923490	-
ENSG00000049249	1	7990925	8010925	-
ENSG00000049283	17	48599903	48619903	+
ENSG00000049323	2	33162038	33182038	+
ENSG00000049449	11	32102449	32122449	+
ENSG00000049540	7	73432118	73452118	+
ENSG00000049541	7	73658773	73678773	-
ENSG00000049618	6	157089062	157109062	+
ENSG00000049656	5	1335213	1355213	-
ENSG00000049759	18	55701609	55721609	+
